accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
6470,Mumbai,Maharashtra,19.243087,72.982528,22-04-2022,12:00,12,Friday,0,rural,5,0,rain,medium,18,medium,weather,minor,5,5,0,None,0.25
6471,Bangalore,Karnataka,13.090932,77.766845,26-08-2024,05:00,5,Monday,0,urban,4,0,rain,medium,21,high,poor road,minor,1,0,0,None,0.45
6472,Delhi,Delhi,28.880762,76.806956,24-07-2023,11:00,11,Monday,0,urban,6,1,rain,medium,23,medium,weather,minor,2,2,0,None,0.25
6473,Bangalore,Karnataka,12.822068,77.432819,27-08-2023,11:00,11,Sunday,1,urban,6,1,fog,low,21,medium,poor road,major,5,0,0,None,0.45
6474,Pune,Maharashtra,18.569479,73.805303,15-05-2022,07:00,7,Sunday,1,rural,1,0,fog,low,16,low,distraction,minor,2,2,0,None,0.45
6475,Bangalore,Karnataka,12.890563,77.734269,06-01-2023,21:00,21,Friday,0,urban,5,0,clear,high,36,medium,drunk driving,minor,2,0,0,None,0.1
6476,Chandigarh,Punjab,30.79239,76.844919,21-09-2022,18:00,18,Wednesday,0,highway,6,0,rain,low,33,high,distraction,minor,5,0,1,None,0.8
6477,Bangalore,Karnataka,12.975578,77.741398,20-12-2022,15:00,15,Tuesday,0,highway,5,0,fog,low,32,medium,distraction,major,5,4,0,None,0.45
6478,Mumbai,Maharashtra,19.113527,72.881229,19-11-2023,06:00,6,Sunday,1,highway,4,1,rain,medium,38,medium,poor road,major,4,0,0,None,0.25
6479,Chandigarh,Punjab,30.687107,76.77605,28-06-2022,05:00,5,Tuesday,0,rural,4,0,rain,low,21,high,poor road,minor,3,1,0,None,0.65
6480,Bangalore,Karnataka,12.891715,77.495886,03-02-2025,09:00,9,Monday,0,rural,4,1,rain,low,23,high,weather,major,3,2,1,None,0.8
6481,Chandigarh,Punjab,30.652549,76.817004,11-04-2024,11:00,11,Thursday,0,urban,5,1,fog,low,21,medium,weather,fatal,5,5,0,None,0.65
6482,Mumbai,Maharashtra,19.253604,72.946072,20-01-2024,13:00,13,Saturday,1,rural,6,0,rain,medium,31,low,distraction,minor,3,0,0,None,0.25
6483,Mumbai,Maharashtra,18.856751,72.990765,14-02-2023,23:00,23,Tuesday,0,highway,4,1,fog,low,24,low,poor road,minor,1,1,0,None,0.45
6484,Hyderabad,Telangana,17.422396,78.283327,25-11-2023,06:00,6,Saturday,1,rural,3,0,rain,medium,38,medium,weather,major,4,0,0,None,0.25
6485,Chandigarh,Punjab,30.601416,76.875896,28-12-2023,16:00,16,Thursday,0,rural,4,1,rain,low,18,low,poor road,minor,5,2,0,None,0.45
6486,Chandigarh,Punjab,30.672429,76.802904,18-08-2024,20:00,20,Sunday,1,highway,2,1,clear,high,33,medium,drunk driving,fatal,5,5,0,None,0.3
6487,Hyderabad,Telangana,17.24676,78.56194,11-11-2022,13:00,13,Friday,0,urban,5,1,fog,low,37,medium,distraction,major,5,4,0,None,0.45
6488,Chennai,Tamil Nadu,13.063656,80.222595,19-11-2023,09:00,9,Sunday,1,highway,3,1,rain,low,35,medium,poor road,minor,2,2,1,None,0.6
6489,Hyderabad,Telangana,17.316475,78.561718,07-07-2024,18:00,18,Sunday,1,highway,2,1,fog,low,29,high,weather,fatal,1,1,1,None,1
6490,Chennai,Tamil Nadu,12.814841,80.251199,21-04-2023,02:00,2,Friday,0,highway,5,1,rain,medium,37,low,weather,minor,2,2,0,None,0.25
6491,Bangalore,Karnataka,12.966465,77.690345,02-03-2022,08:00,8,Wednesday,0,highway,1,1,clear,high,27,high,drunk driving,minor,1,1,1,None,0.45
6492,Chandigarh,Punjab,30.678453,76.727097,03-01-2022,03:00,3,Monday,0,rural,2,1,fog,low,24,low,overspeeding,minor,4,1,0,None,0.45
6493,Delhi,Delhi,28.870283,77.20857,28-10-2023,09:00,9,Saturday,1,rural,1,1,rain,low,23,high,overspeeding,minor,5,5,1,None,0.8
6494,Bangalore,Karnataka,13.077193,77.541773,12-11-2024,01:00,1,Tuesday,0,rural,4,1,fog,low,20,low,distraction,minor,3,0,0,None,0.45
6495,Mumbai,Maharashtra,18.847131,72.904007,14-04-2022,04:00,4,Thursday,0,highway,5,1,clear,high,32,low,distraction,minor,2,1,0,None,0.1
6496,Mumbai,Maharashtra,18.805917,72.881125,07-10-2022,17:00,17,Friday,0,highway,4,1,rain,low,26,medium,drunk driving,major,3,0,1,None,0.6
6497,Bangalore,Karnataka,12.852967,77.489302,19-04-2022,10:00,10,Tuesday,0,rural,5,1,clear,high,40,high,drunk driving,minor,5,1,1,None,0.45
6498,Bangalore,Karnataka,12.886691,77.72224,19-05-2023,06:00,6,Friday,0,rural,2,0,clear,high,31,high,poor road,minor,2,1,0,None,0.3
6499,Hyderabad,Telangana,17.566547,78.205412,27-02-2024,00:00,0,Tuesday,0,rural,1,1,rain,low,23,low,distraction,major,2,1,0,None,0.45
6500,Mumbai,Maharashtra,19.160176,72.890721,09-02-2023,00:00,0,Thursday,0,urban,3,0,fog,low,20,low,overspeeding,minor,3,0,0,None,0.45
6501,Chennai,Tamil Nadu,13.116773,80.126954,01-03-2023,01:00,1,Wednesday,0,urban,1,0,clear,high,17,low,distraction,minor,3,2,0,None,0.1
6502,Pune,Maharashtra,18.453686,73.990988,15-09-2023,13:00,13,Friday,0,highway,3,1,fog,low,19,medium,weather,major,4,4,0,None,0.45
6503,Pune,Maharashtra,18.429741,73.803013,13-03-2022,17:00,17,Sunday,1,highway,4,1,clear,high,17,high,distraction,minor,1,1,1,None,0.45
6504,Kolkata,West Bengal,22.418917,88.313926,11-04-2022,09:00,9,Monday,0,rural,3,1,clear,high,17,medium,weather,minor,4,1,1,None,0.25
6505,Bangalore,Karnataka,13.093655,77.439938,17-10-2024,22:00,22,Thursday,0,rural,2,0,clear,high,32,medium,weather,minor,3,2,0,None,0.1
6506,Kolkata,West Bengal,22.562917,88.233933,22-10-2023,13:00,13,Sunday,1,rural,1,1,clear,high,36,high,distraction,minor,2,0,0,None,0.3
6507,Hyderabad,Telangana,17.333671,78.509819,07-06-2023,07:00,7,Wednesday,0,rural,5,1,fog,low,26,high,overspeeding,minor,5,0,0,None,0.65
6508,Delhi,Delhi,28.709293,76.845956,11-07-2022,00:00,0,Monday,0,urban,4,1,rain,low,15,low,drunk driving,minor,2,0,0,None,0.45
6509,Chennai,Tamil Nadu,12.812884,80.252648,31-12-2024,15:00,15,Tuesday,0,rural,6,1,fog,low,16,low,drunk driving,fatal,5,5,0,None,0.65
6510,Kolkata,West Bengal,22.602949,88.300842,14-07-2022,20:00,20,Thursday,0,rural,2,1,fog,low,39,medium,weather,major,4,2,0,None,0.45
6511,Chennai,Tamil Nadu,13.046123,80.225965,25-01-2024,17:00,17,Thursday,0,highway,5,1,rain,low,28,high,weather,major,5,4,1,None,0.8
6512,Bangalore,Karnataka,13.050849,77.742913,04-03-2025,08:00,8,Tuesday,0,urban,1,1,rain,low,26,high,weather,major,4,4,1,None,0.8
6513,Mumbai,Maharashtra,18.877437,72.913915,04-10-2022,06:00,6,Tuesday,0,highway,5,0,rain,low,20,high,poor road,minor,4,0,0,None,0.65
6514,Mumbai,Maharashtra,18.89391,72.718179,25-03-2023,11:00,11,Saturday,1,highway,2,0,rain,low,28,medium,poor road,major,4,4,0,None,0.45
6515,Hyderabad,Telangana,17.309157,78.315574,05-12-2023,07:00,7,Tuesday,0,urban,3,1,rain,low,38,high,drunk driving,fatal,4,4,0,None,0.85
6516,Pune,Maharashtra,18.639918,73.742941,18-02-2023,21:00,21,Saturday,1,urban,1,1,clear,high,24,high,distraction,minor,5,3,0,None,0.3
6517,Kolkata,West Bengal,22.60664,88.219539,19-12-2024,11:00,11,Thursday,0,highway,2,1,fog,low,38,high,weather,minor,4,1,0,None,0.65
6518,Hyderabad,Telangana,17.242609,78.397434,05-02-2024,08:00,8,Monday,0,urban,5,1,rain,low,21,high,poor road,minor,5,0,1,None,0.8
6519,Kolkata,West Bengal,22.547412,88.353622,09-06-2024,12:00,12,Sunday,1,highway,6,1,fog,low,32,medium,overspeeding,minor,1,1,0,None,0.45
6520,Mumbai,Maharashtra,19.09291,72.902684,02-04-2022,11:00,11,Saturday,1,urban,3,1,rain,medium,18,medium,weather,minor,1,1,0,None,0.25
6521,Chandigarh,Punjab,30.790328,76.890384,06-08-2022,15:00,15,Saturday,1,highway,6,0,fog,low,26,medium,distraction,minor,5,5,0,None,0.45
6522,Chandigarh,Punjab,30.756816,76.718184,27-09-2022,04:00,4,Tuesday,0,rural,6,0,clear,high,22,low,weather,minor,3,1,0,None,0.1
6523,Kolkata,West Bengal,22.563253,88.320695,04-08-2024,08:00,8,Sunday,1,highway,5,1,clear,high,39,low,drunk driving,major,1,0,1,None,0.25
6524,Kolkata,West Bengal,22.426122,88.496454,08-04-2025,08:00,8,Tuesday,0,highway,5,1,clear,high,30,high,poor road,minor,3,0,1,None,0.45
6525,Hyderabad,Telangana,17.465008,78.485913,29-05-2024,21:00,21,Wednesday,0,rural,1,1,rain,medium,35,low,overspeeding,major,2,2,0,None,0.25
6526,Kolkata,West Bengal,22.56203,88.467715,05-08-2023,10:00,10,Saturday,1,urban,5,1,fog,low,26,high,drunk driving,minor,5,5,1,None,0.8
6527,Chennai,Tamil Nadu,13.038511,80.117667,30-04-2022,22:00,22,Saturday,1,highway,5,1,clear,high,36,medium,drunk driving,minor,3,2,0,None,0.1
6528,Mumbai,Maharashtra,18.835416,72.726398,20-03-2024,00:00,0,Wednesday,0,highway,4,1,fog,low,16,low,overspeeding,major,4,2,0,None,0.45
6529,Chennai,Tamil Nadu,13.196273,80.296287,24-04-2023,23:00,23,Monday,0,rural,4,0,clear,high,16,low,drunk driving,minor,2,2,0,None,0.1
6530,Pune,Maharashtra,18.671671,73.981632,11-05-2022,18:00,18,Wednesday,0,rural,6,1,rain,medium,22,high,overspeeding,minor,1,0,1,None,0.6
6531,Kolkata,West Bengal,22.448955,88.429741,12-04-2023,08:00,8,Wednesday,0,rural,5,0,rain,medium,24,low,drunk driving,minor,5,3,1,None,0.4
6532,Mumbai,Maharashtra,18.807044,72.826556,17-03-2025,03:00,3,Monday,0,urban,3,1,fog,low,22,low,overspeeding,minor,3,3,0,None,0.45
6533,Chennai,Tamil Nadu,13.180216,80.171662,26-02-2023,12:00,12,Sunday,1,highway,6,1,rain,low,31,high,distraction,minor,2,0,0,None,0.65
6534,Delhi,Delhi,28.507067,76.875497,27-07-2024,09:00,9,Saturday,1,rural,6,0,fog,low,25,high,distraction,minor,2,1,1,None,0.8
6535,Bangalore,Karnataka,13.188117,77.465799,01-12-2022,16:00,16,Thursday,0,highway,2,1,clear,high,21,high,distraction,minor,4,4,0,None,0.3
6536,Kolkata,West Bengal,22.689268,88.301178,05-04-2024,09:00,9,Friday,0,urban,2,1,fog,low,17,medium,weather,major,1,1,1,None,0.6
6537,Hyderabad,Telangana,17.57802,78.319913,24-10-2024,07:00,7,Thursday,0,rural,5,1,clear,high,28,high,poor road,minor,3,1,0,None,0.3
6538,Kolkata,West Bengal,22.43439,88.281639,16-08-2023,06:00,6,Wednesday,0,urban,1,0,clear,high,37,low,weather,major,5,1,0,None,0.1
6539,Hyderabad,Telangana,17.345156,78.420068,11-04-2022,12:00,12,Monday,0,highway,6,1,clear,high,17,low,weather,major,3,3,0,None,0.1
6540,Bangalore,Karnataka,12.896941,77.442995,24-01-2023,21:00,21,Tuesday,0,rural,2,0,rain,medium,36,low,drunk driving,major,1,0,0,None,0.25
6541,Pune,Maharashtra,18.534703,73.80249,16-12-2023,03:00,3,Saturday,1,rural,2,0,clear,high,25,low,distraction,minor,4,0,0,None,0.1
6542,Kolkata,West Bengal,22.512157,88.463056,30-05-2023,15:00,15,Tuesday,0,urban,5,1,clear,high,32,low,weather,minor,2,1,0,None,0.1
6543,Mumbai,Maharashtra,19.286334,72.715447,21-03-2022,13:00,13,Monday,0,highway,4,0,rain,medium,16,medium,weather,minor,4,3,0,None,0.25
6544,Chandigarh,Punjab,30.653735,76.818616,23-10-2024,17:00,17,Wednesday,0,urban,4,0,fog,low,36,medium,distraction,major,5,4,1,None,0.6
6545,Delhi,Delhi,28.580384,76.81627,27-06-2024,19:00,19,Thursday,0,highway,4,1,clear,high,32,medium,drunk driving,minor,3,0,1,None,0.25
6546,Delhi,Delhi,28.499797,77.264801,02-07-2024,18:00,18,Tuesday,0,highway,2,0,rain,medium,29,medium,overspeeding,major,3,0,1,None,0.4
6547,Delhi,Delhi,28.585326,77.1861,28-08-2023,18:00,18,Monday,0,rural,6,0,fog,low,40,high,weather,fatal,3,3,1,None,1
6548,Pune,Maharashtra,18.517087,73.704089,20-08-2024,00:00,0,Tuesday,0,rural,2,0,rain,medium,27,medium,overspeeding,fatal,3,3,0,None,0.45
6549,Hyderabad,Telangana,17.257892,78.213694,02-12-2022,11:00,11,Friday,0,highway,2,1,fog,low,28,low,weather,minor,2,0,0,None,0.45
6550,Kolkata,West Bengal,22.625977,88.223833,07-04-2022,05:00,5,Thursday,0,rural,3,0,fog,low,32,low,overspeeding,minor,1,1,0,None,0.45
6551,Delhi,Delhi,28.613727,76.818425,30-05-2024,09:00,9,Thursday,0,urban,4,0,clear,high,25,high,overspeeding,minor,2,0,1,None,0.45
6552,Kolkata,West Bengal,22.6147,88.217984,08-11-2023,05:00,5,Wednesday,0,highway,2,0,rain,low,23,high,drunk driving,minor,3,3,0,None,0.65
6553,Hyderabad,Telangana,17.426351,78.562514,05-12-2023,20:00,20,Tuesday,0,urban,1,1,fog,low,37,low,distraction,minor,1,1,0,None,0.45
6554,Chandigarh,Punjab,30.748724,76.789946,24-10-2022,01:00,1,Monday,0,urban,5,0,clear,high,33,medium,poor road,major,4,2,0,None,0.1
6555,Chandigarh,Punjab,30.635327,76.733956,16-01-2025,07:00,7,Thursday,0,rural,5,0,fog,low,32,medium,overspeeding,minor,1,0,0,None,0.45
6556,Chandigarh,Punjab,30.682545,76.76591,28-06-2022,03:00,3,Tuesday,0,highway,1,0,rain,low,40,medium,weather,minor,2,1,0,None,0.45
6557,Hyderabad,Telangana,17.502344,78.258964,13-12-2024,20:00,20,Friday,0,highway,6,0,fog,low,15,high,weather,minor,3,3,0,None,0.65
6558,Chandigarh,Punjab,30.730937,76.709839,20-03-2023,23:00,23,Monday,0,rural,4,0,rain,medium,31,medium,weather,minor,4,3,0,None,0.25
6559,Hyderabad,Telangana,17.299305,78.555773,25-04-2024,11:00,11,Thursday,0,highway,4,0,fog,low,36,high,distraction,minor,3,0,0,None,0.65
6560,Mumbai,Maharashtra,18.885861,72.847463,16-07-2022,19:00,19,Saturday,1,rural,6,1,fog,low,22,high,overspeeding,minor,4,2,1,None,0.8
6561,Delhi,Delhi,28.484647,76.920916,22-03-2022,08:00,8,Tuesday,0,highway,4,0,rain,low,20,low,distraction,fatal,2,2,1,None,0.8
6562,Pune,Maharashtra,18.548215,73.778322,15-05-2022,20:00,20,Sunday,1,urban,4,0,fog,low,32,medium,drunk driving,major,3,2,0,None,0.45
6563,Pune,Maharashtra,18.597706,73.745272,14-12-2023,07:00,7,Thursday,0,urban,2,0,clear,high,34,low,poor road,major,2,2,0,None,0.1
6564,Bangalore,Karnataka,12.88679,77.76161,07-11-2023,02:00,2,Tuesday,0,rural,1,0,rain,medium,20,low,drunk driving,minor,5,0,0,None,0.25
6565,Chennai,Tamil Nadu,13.009107,80.261191,12-03-2024,23:00,23,Tuesday,0,urban,5,1,fog,low,25,low,weather,minor,1,1,0,None,0.45
6566,Chennai,Tamil Nadu,13.125191,80.167623,26-03-2025,02:00,2,Wednesday,0,rural,1,0,fog,low,29,low,distraction,minor,1,1,0,None,0.45
6567,Hyderabad,Telangana,17.461143,78.401637,04-05-2022,08:00,8,Wednesday,0,rural,6,0,clear,high,24,high,distraction,major,4,3,1,None,0.45
6568,Delhi,Delhi,28.512813,77.122477,17-08-2023,02:00,2,Thursday,0,urban,5,0,rain,medium,31,low,drunk driving,major,1,0,0,None,0.25
6569,Mumbai,Maharashtra,19.299865,72.961328,19-06-2024,14:00,14,Wednesday,0,rural,5,1,clear,high,16,high,distraction,fatal,4,4,0,None,0.5
6570,Chennai,Tamil Nadu,12.893003,80.238972,06-02-2024,10:00,10,Tuesday,0,rural,2,0,fog,low,32,high,poor road,minor,2,1,1,None,0.8
6571,Pune,Maharashtra,18.666033,73.865853,06-06-2024,15:00,15,Thursday,0,highway,6,1,fog,low,37,low,weather,fatal,1,1,0,None,0.65
6572,Mumbai,Maharashtra,18.868893,72.792452,10-10-2023,13:00,13,Tuesday,0,rural,4,0,clear,high,35,medium,overspeeding,major,3,3,0,None,0.1
6573,Kolkata,West Bengal,22.55247,88.286122,14-06-2024,22:00,22,Friday,0,urban,3,1,fog,low,34,low,poor road,minor,4,0,0,None,0.45
6574,Kolkata,West Bengal,22.553193,88.458297,04-09-2022,19:00,19,Sunday,1,highway,2,0,clear,high,28,high,distraction,major,3,3,1,None,0.45
6575,Chandigarh,Punjab,30.790191,76.764697,09-03-2022,08:00,8,Wednesday,0,highway,5,0,clear,high,18,medium,weather,minor,4,1,1,None,0.25
6576,Bangalore,Karnataka,13.076281,77.521456,05-08-2023,02:00,2,Saturday,1,rural,5,0,fog,low,37,low,drunk driving,major,3,0,0,None,0.45
6577,Hyderabad,Telangana,17.588165,78.574266,17-02-2022,04:00,4,Thursday,0,rural,3,1,rain,medium,18,low,weather,minor,5,1,0,None,0.25
6578,Pune,Maharashtra,18.443279,73.853796,11-11-2023,01:00,1,Saturday,1,highway,5,0,fog,low,15,low,drunk driving,minor,2,0,0,None,0.45
6579,Delhi,Delhi,28.764185,77.041609,21-11-2022,18:00,18,Monday,0,highway,2,1,fog,low,36,low,weather,major,2,2,1,None,0.6
6580,Pune,Maharashtra,18.661839,73.895277,03-10-2023,12:00,12,Tuesday,0,urban,4,1,clear,high,26,high,overspeeding,minor,5,2,0,None,0.3
6581,Pune,Maharashtra,18.617389,73.979875,16-11-2023,04:00,4,Thursday,0,highway,2,0,fog,low,15,low,drunk driving,fatal,1,1,0,None,0.65
6582,Kolkata,West Bengal,22.411318,88.274785,22-08-2023,12:00,12,Tuesday,0,urban,1,0,clear,high,22,medium,weather,minor,2,0,0,None,0.1
6583,Bangalore,Karnataka,12.813278,77.580033,17-10-2022,13:00,13,Monday,0,rural,1,1,fog,low,36,low,weather,major,3,1,0,None,0.45
6584,Delhi,Delhi,28.84032,77.017515,27-11-2022,06:00,6,Sunday,1,urban,1,0,clear,high,35,high,poor road,major,4,4,0,None,0.3
6585,Mumbai,Maharashtra,18.842138,72.887808,22-02-2024,20:00,20,Thursday,0,highway,6,0,clear,high,34,low,overspeeding,major,1,0,0,None,0.1
6586,Mumbai,Maharashtra,18.906578,72.8554,30-09-2023,00:00,0,Saturday,1,rural,5,1,rain,medium,26,low,poor road,major,5,3,0,None,0.25
6587,Chandigarh,Punjab,30.75922,76.892317,30-05-2022,12:00,12,Monday,0,rural,6,1,rain,medium,22,low,weather,minor,2,0,0,None,0.25
6588,Kolkata,West Bengal,22.610541,88.395879,06-03-2023,08:00,8,Monday,0,highway,2,1,rain,low,40,medium,distraction,major,1,0,1,None,0.6
6589,Hyderabad,Telangana,17.426841,78.571103,06-05-2024,22:00,22,Monday,0,highway,2,1,rain,low,19,high,drunk driving,fatal,1,1,0,None,0.85
6590,Bangalore,Karnataka,13.118889,77.528002,30-07-2023,16:00,16,Sunday,1,rural,4,0,clear,high,18,medium,drunk driving,minor,2,1,0,None,0.1
6591,Pune,Maharashtra,18.513743,73.860809,03-03-2025,07:00,7,Monday,0,highway,4,1,clear,high,15,high,weather,minor,2,0,0,None,0.3
6592,Hyderabad,Telangana,17.460331,78.560294,03-08-2022,11:00,11,Wednesday,0,highway,5,1,fog,low,18,medium,distraction,minor,4,4,0,None,0.45
6593,Bangalore,Karnataka,12.958002,77.559219,06-07-2022,19:00,19,Wednesday,0,rural,4,1,clear,high,38,low,overspeeding,major,3,1,1,None,0.25
6594,Hyderabad,Telangana,17.290998,78.581997,31-10-2022,18:00,18,Monday,0,rural,3,0,rain,low,30,high,weather,fatal,5,5,1,None,1
6595,Bangalore,Karnataka,13.143661,77.638985,12-06-2022,23:00,23,Sunday,1,urban,4,0,clear,high,39,high,distraction,minor,1,1,0,None,0.3
6596,Hyderabad,Telangana,17.478806,78.328997,13-04-2023,18:00,18,Thursday,0,highway,5,1,rain,medium,32,high,weather,major,3,0,1,None,0.6
6597,Chennai,Tamil Nadu,13.163786,80.256639,05-05-2022,21:00,21,Thursday,0,urban,2,1,fog,low,36,medium,overspeeding,fatal,2,2,0,None,0.65
6598,Chandigarh,Punjab,30.610585,76.892009,06-02-2025,22:00,22,Thursday,0,urban,6,0,rain,low,40,high,drunk driving,major,3,2,0,None,0.65
6599,Bangalore,Karnataka,13.114478,77.720124,12-03-2022,02:00,2,Saturday,1,rural,6,0,clear,high,35,low,poor road,fatal,1,1,0,None,0.3
6600,Mumbai,Maharashtra,19.034947,72.965197,04-04-2025,09:00,9,Friday,0,rural,3,1,clear,high,29,high,poor road,minor,4,3,1,None,0.45
6601,Bangalore,Karnataka,12.91826,77.734578,02-12-2024,16:00,16,Monday,0,rural,5,1,clear,high,34,low,distraction,minor,1,1,0,None,0.1
6602,Chennai,Tamil Nadu,12.994957,80.201406,14-05-2022,15:00,15,Saturday,1,highway,2,1,fog,low,24,low,weather,major,5,5,0,None,0.45
6603,Mumbai,Maharashtra,19.09722,72.954942,28-07-2024,12:00,12,Sunday,1,rural,4,0,clear,high,31,low,drunk driving,major,4,4,0,None,0.1
6604,Kolkata,West Bengal,22.567854,88.279075,19-06-2024,12:00,12,Wednesday,0,rural,2,0,fog,low,38,low,drunk driving,minor,3,0,0,None,0.45
6605,Chennai,Tamil Nadu,13.080232,80.131154,26-07-2022,00:00,0,Tuesday,0,rural,1,1,fog,low,15,low,poor road,major,4,2,0,None,0.45
6606,Bangalore,Karnataka,13.173459,77.580472,18-04-2022,03:00,3,Monday,0,highway,4,1,clear,high,27,low,overspeeding,major,4,4,0,None,0.1
6607,Kolkata,West Bengal,22.600292,88.203449,10-02-2024,13:00,13,Saturday,1,highway,5,0,clear,high,15,medium,distraction,minor,4,3,0,None,0.1
6608,Delhi,Delhi,28.474725,76.81908,14-05-2024,09:00,9,Tuesday,0,urban,6,1,fog,low,21,high,poor road,minor,4,0,1,None,0.8
6609,Hyderabad,Telangana,17.553023,78.590348,04-02-2023,22:00,22,Saturday,1,urban,6,0,rain,low,32,low,distraction,major,5,1,0,None,0.45
6610,Mumbai,Maharashtra,19.246929,72.992998,26-04-2023,08:00,8,Wednesday,0,urban,5,1,clear,high,40,high,drunk driving,major,5,4,1,None,0.45
6611,Chandigarh,Punjab,30.668109,76.723225,08-09-2023,20:00,20,Friday,0,urban,2,0,rain,medium,30,medium,distraction,major,2,2,0,None,0.25
6612,Kolkata,West Bengal,22.461962,88.219782,10-11-2022,13:00,13,Thursday,0,urban,1,0,fog,low,38,medium,weather,major,3,2,0,None,0.45
6613,Hyderabad,Telangana,17.231979,78.212702,23-01-2025,19:00,19,Thursday,0,highway,3,0,clear,high,21,medium,weather,minor,4,2,1,None,0.25
6614,Chennai,Tamil Nadu,12.87271,80.136728,30-04-2022,22:00,22,Saturday,1,rural,4,0,rain,medium,22,high,drunk driving,minor,2,0,0,None,0.45
6615,Hyderabad,Telangana,17.324069,78.390909,07-07-2022,03:00,3,Thursday,0,rural,2,1,rain,medium,16,low,overspeeding,minor,2,2,0,None,0.25
6616,Chandigarh,Punjab,30.674437,76.881281,07-06-2024,07:00,7,Friday,0,rural,1,1,fog,low,32,low,weather,major,5,5,0,None,0.45
6617,Mumbai,Maharashtra,19.128046,72.995533,27-02-2022,19:00,19,Sunday,1,rural,6,0,clear,high,18,high,distraction,fatal,2,2,1,None,0.65
6618,Pune,Maharashtra,18.568154,73.851121,22-12-2022,08:00,8,Thursday,0,rural,3,0,clear,high,20,high,distraction,major,4,3,1,None,0.45
6619,Bangalore,Karnataka,12.80588,77.570293,09-10-2023,03:00,3,Monday,0,urban,2,1,clear,high,29,high,poor road,minor,5,1,0,None,0.3
6620,Bangalore,Karnataka,13.085959,77.546887,30-05-2024,05:00,5,Thursday,0,highway,3,1,fog,low,22,low,weather,minor,4,4,0,None,0.45
6621,Hyderabad,Telangana,17.358988,78.462704,25-12-2023,03:00,3,Monday,0,rural,5,1,fog,low,22,high,weather,minor,2,0,0,None,0.65
6622,Pune,Maharashtra,18.479609,73.846774,09-10-2024,12:00,12,Wednesday,0,urban,4,0,rain,medium,19,high,poor road,major,2,1,0,None,0.45
6623,Pune,Maharashtra,18.426412,73.813564,09-10-2023,14:00,14,Monday,0,rural,3,0,rain,low,34,medium,overspeeding,major,5,4,0,None,0.45
6624,Pune,Maharashtra,18.559806,73.943348,06-08-2023,21:00,21,Sunday,1,urban,2,0,fog,low,31,high,poor road,minor,1,0,0,None,0.65
6625,Bangalore,Karnataka,12.833012,77.788842,16-09-2024,12:00,12,Monday,0,urban,5,0,fog,low,24,medium,weather,major,3,0,0,None,0.45
6626,Chandigarh,Punjab,30.739274,76.812071,11-05-2024,18:00,18,Saturday,1,urban,4,0,fog,low,37,high,overspeeding,fatal,4,4,1,None,1
6627,Delhi,Delhi,28.869516,77.239829,26-08-2022,16:00,16,Friday,0,rural,4,0,clear,high,17,low,poor road,minor,5,2,0,None,0.1
6628,Bangalore,Karnataka,13.087644,77.420467,01-12-2022,17:00,17,Thursday,0,rural,2,0,clear,high,37,high,drunk driving,fatal,5,5,1,None,0.65
6629,Mumbai,Maharashtra,18.844547,72.757941,17-09-2024,08:00,8,Tuesday,0,highway,5,1,rain,low,38,medium,poor road,fatal,3,3,1,None,0.8
6630,Pune,Maharashtra,18.497641,73.749403,23-04-2024,13:00,13,Tuesday,0,highway,6,1,clear,high,15,low,overspeeding,minor,3,0,0,None,0.1
6631,Chandigarh,Punjab,30.67769,76.715715,09-04-2024,19:00,19,Tuesday,0,rural,3,0,clear,high,35,high,overspeeding,major,5,1,1,None,0.45
6632,Pune,Maharashtra,18.525534,73.980137,06-01-2022,12:00,12,Thursday,0,urban,5,0,rain,low,25,high,distraction,minor,1,0,0,None,0.65
6633,Pune,Maharashtra,18.630236,73.819681,06-05-2024,13:00,13,Monday,0,rural,6,1,clear,high,33,low,drunk driving,minor,1,1,0,None,0.1
6634,Bangalore,Karnataka,12.902662,77.619403,07-07-2023,19:00,19,Friday,0,highway,4,0,clear,high,29,high,distraction,major,4,2,1,None,0.45
6635,Hyderabad,Telangana,17.56185,78.559858,15-05-2022,01:00,1,Sunday,1,highway,1,1,clear,high,17,low,distraction,fatal,5,5,0,None,0.3
6636,Hyderabad,Telangana,17.369519,78.33898,23-02-2025,03:00,3,Sunday,1,rural,3,1,fog,low,36,low,weather,minor,3,1,0,None,0.45
6637,Chandigarh,Punjab,30.797962,76.823444,26-07-2023,02:00,2,Wednesday,0,urban,5,0,rain,medium,16,medium,overspeeding,major,2,0,0,None,0.25
6638,Chandigarh,Punjab,30.74404,76.768933,12-01-2025,06:00,6,Sunday,1,rural,5,0,rain,low,21,high,drunk driving,fatal,3,3,0,None,0.85
6639,Hyderabad,Telangana,17.463534,78.493594,15-01-2024,05:00,5,Monday,0,rural,1,0,clear,high,23,low,weather,fatal,2,2,0,None,0.3
6640,Mumbai,Maharashtra,18.93081,72.948127,26-04-2023,15:00,15,Wednesday,0,rural,6,0,clear,high,38,medium,weather,minor,1,0,0,None,0.1
6641,Delhi,Delhi,28.710538,76.950602,03-06-2022,16:00,16,Friday,0,rural,2,1,clear,high,24,high,drunk driving,minor,2,1,0,None,0.3
